refinebio_accession_code,experiment_accession,score_age,score_sex,score_patient,score_stage,score_tissue,score_metastasis,score_histology,score_cell_line_col,score_cell_line_text,score_primary_human_text,net_score,primary_score,cell_line_score,score_cancer_cols,score_cancer_text
GSM825541,GSE33377,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
GSM884005,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884088,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM947510,GSE38680,1,1,1,0,1,0,0,0,0,4,8,8,0,0,0
GSM956654,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM956656,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM956672,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978608,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1019246,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1038344,GSE42363,1,1,0,1,1,0,0,0,0,2,6,6,0,2,5
GSM1049162,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM1123817,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM1128095,GSE46280,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1164565,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1379892,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1380065,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1381557,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1381609,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1437978,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438069,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1672309,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673757,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1831483,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1884998,GSE73080,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1898205,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1958683,GSE75535,1,1,0,1,0,0,0,0,0,3,6,6,0,2,2
GSM2256909,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2256914,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM239787,GSE9438,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
GSM2466135,GSE93984,0,0,0,1,0,0,0,0,0,10,11,11,0,1,9
GSM2666746,GSE99967,1,1,0,1,1,0,0,0,0,2,6,6,0,1,0
GSM3184068,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289753,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM364628,GSE14580,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM399729,GSE15913,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4
GSM465238,GSE18728,0,0,0,0,1,0,0,0,0,3,4,4,0,0,2
GSM467577,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM578771,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585424,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM781375,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM827839,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM884181,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM947469,GSE38680,1,1,1,0,1,0,0,0,0,4,8,8,0,0,0
GSM100619,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1019237,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1037337,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM110738,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1164391,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM123248,GSE5389,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM1320207,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1336405,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1350465,GSE56017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1381588,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1437969,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1590569,GSE65238,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM1629354,GSE66698,1,1,0,0,1,0,0,0,0,2,5,5,0,0,1
GSM1673788,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1673789,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1831582,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1885003,GSE73080,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1888111,GSE73172,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1898234,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2157806,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2157816,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2157866,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM3183898,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184072,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184183,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184221,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289454,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM399726,GSE15913,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4
GSM540150,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540182,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM578753,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585367,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM601871,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM827834,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM865141,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM865207,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM884106,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM956636,GSE39133,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM956669,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978570,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1007042,GSE41035,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,1
GSM1019288,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM110852,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1128104,GSE46280,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1275095,GSE52735,0,0,0,1,0,0,0,0,0,4,5,5,0,1,3
GSM1320220,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320228,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320242,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1336433,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1379906,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1380005,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1420027,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1437954,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1672417,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673723,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1898206,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1958656,GSE75535,1,1,0,1,0,0,0,0,0,3,6,6,0,2,2
GSM2157808,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256891,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2435480,GSE92697,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3
GSM2466114,GSE93984,0,0,0,1,0,0,0,0,0,10,11,11,0,1,9
GSM3184105,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184273,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM381210,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM423047,GSE16879,0,0,0,0,1,0,0,0,0,4,5,5,0,0,0
GSM465197,GSE18728,0,0,0,0,1,0,0,0,0,3,4,4,0,0,2
GSM465234,GSE18728,0,0,0,0,1,0,0,0,0,3,4,4,0,0,2
GSM467565,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM540124,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540235,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM571706,GSE23290,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM652234,GSE26526,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
GSM707601,GSE28583,1,1,0,0,1,0,0,0,0,10,13,13,0,1,3
GSM773614,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781538,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM827865,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM913211,GSE37180,0,0,1,0,0,0,0,0,0,3,4,4,0,0,1
GSM947467,GSE38680,1,1,1,0,1,0,0,0,0,4,8,8,0,0,0
GSM989170,GSE40240,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM989176,GSE40240,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM100591,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1019325,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1037312,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1038352,GSE42363,1,1,0,1,1,0,0,0,0,2,6,6,0,2,5
GSM1049175,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM110632,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1123786,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM1123801,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM1123825,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM123207,GSE5388,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM1381541,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1438032,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1442190,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1587062,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587131,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1672506,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672669,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,3
GSM1958668,GSE75535,1,1,0,1,0,0,0,0,0,3,6,6,0,2,2
GSM1958674,GSE75535,1,1,0,1,0,0,0,0,0,3,6,6,0,2,2
GSM2256894,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2256944,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2858703,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3184148,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184218,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289452,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289579,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM458405,GSE18376,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1
GSM467543,GSE18864,1,0,0,1,0,0,0,0,0,2,4,4,0,1,5
GSM4774208,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM4774257,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM540156,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM562863,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM585457,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM655610,GSE26637,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM731871,GSE29561,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
GSM773545,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773553,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773763,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781391,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781403,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781613,GSE31448,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
GSM782589,GSE31519,0,0,0,1,1,0,0,0,0,3,5,5,0,2,0
GSM913223,GSE37180,0,0,1,0,0,0,0,0,0,3,4,4,0,0,1
GSM956624,GSE39133,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978724,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1049538,GSE42763,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM110626,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110862,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1164396,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1320179,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320235,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320285,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1336420,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1380064,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1380073,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1420040,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1438011,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438028,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1442222,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1587071,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1672487,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1898214,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1943739,GSE75132,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM2525650,GSE95770,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9
GSM2696446,GSE100922,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM2770793,GSE103412,0,0,1,1,1,0,0,0,0,7,10,10,0,1,7
GSM3184069,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184116,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289482,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289489,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289673,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM391103,GSE15622,0,0,0,0,0,0,0,0,0,6,6,6,0,0,1
GSM399733,GSE15913,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4
GSM4774197,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM478550,GSE19285,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM530850,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM540191,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM562872,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM562882,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM577772,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM577775,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM585416,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM585466,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM585478,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM601812,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM781400,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM872388,GSE35640,0,0,0,0,1,0,0,0,0,5,6,6,0,0,9
GSM886607,GSE36295,1,0,0,1,1,0,1,0,0,1,5,5,0,2,1
GSM981538,GSE39925,1,1,0,0,1,0,0,0,0,6,9,9,0,0,5
GSM989153,GSE40240,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM989154,GSE40240,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1037340,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM110731,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1419995,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1438088,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438093,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1673725,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1898161,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2256884,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257044,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2858717,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3184180,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289716,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM478595,GSE19285,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM540111,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540130,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540192,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540250,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540280,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540315,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540349,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540356,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM578755,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM578767,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585453,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM731878,GSE29561,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
GSM782553,GSE31519,0,0,0,1,1,0,0,0,0,3,5,5,0,2,0
GSM798653,GSE32226,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM825554,GSE33377,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
GSM832395,GSE33658,1,0,1,0,0,0,0,0,0,19,21,21,0,1,9
GSM884060,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM886592,GSE36295,1,0,0,1,1,0,1,0,0,1,5,5,0,2,1
GSM956626,GSE39133,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM1003010,GSE40837,1,0,0,0,1,0,0,0,0,10,12,12,0,0,4
GSM1037303,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1049143,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM1049556,GSE42763,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM110727,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1123796,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM1164310,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1164497,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1164611,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1238981,GSE51111,1,1,0,0,1,0,1,0,0,3,7,7,0,0,0
GSM1336385,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1380104,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1414315,GSE58573,0,0,0,0,1,0,0,0,0,5,6,6,0,0,0
GSM1438072,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1445966,GSE59745,0,0,0,1,0,1,0,0,0,7,9,9,0,2,1
GSM1445977,GSE59745,0,0,0,1,0,1,0,0,0,6,8,8,0,2,1
GSM1587044,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587063,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587180,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587200,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587222,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1672518,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672536,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM2159232,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256982,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2858743,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3184022,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184057,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM459022,GSE18409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM469267,GSE18948,1,1,1,0,1,0,1,0,0,3,8,8,0,1,0
GSM530845,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM540294,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM559064,GSE22513,0,0,0,0,1,0,0,0,0,13,14,14,0,0,2
GSM601771,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM655615,GSE26637,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM713209,GSE28796,0,0,0,0,1,0,0,0,0,12,13,13,0,0,1
GSM773736,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781445,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM798652,GSE32226,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM884102,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884211,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM886590,GSE36295,1,0,0,1,1,0,1,0,0,1,5,5,0,2,1
GSM912732,GSE37168,0,0,0,1,1,0,0,0,0,0,2,2,0,1,3
GSM110649,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110767,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1123799,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM1164509,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1164546,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM123234,GSE5388,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM123249,GSE5389,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM1320238,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1381546,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1437880,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437883,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437918,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1437990,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1590553,GSE65238,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM1672320,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672352,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672476,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672671,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1898160,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2157890,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256846,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257032,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM283137,GSE11237,0,1,0,1,0,0,0,0,0,6,8,8,0,2,2
GSM2858790,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3183899,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM399735,GSE15913,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4
GSM411236,GSE16391,1,0,0,1,1,0,0,0,0,3,6,6,0,1,4
GSM467561,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM540184,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540241,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540354,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM578678,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM601772,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM713202,GSE28796,0,0,0,0,1,0,0,0,0,12,13,13,0,0,1
GSM773576,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773680,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM782548,GSE31519,0,0,0,1,1,0,0,0,0,3,5,5,0,2,0
